StateCode,StateName,TypeOfDisability,TypeOfRegion,Sex,TotalWork,Nonworkers
27,State - MAHARASHTRA (27),InSeeing, Rural ,Females,53850,96049
27,State - MAHARASHTRA (27),InSeeing, Urban ,Persons,97386,155400
27,State - MAHARASHTRA (27),InSeeing, Urban ,Males,76938,63530
27,State - MAHARASHTRA (27),InSeeing, Urban ,Females,20448,91870
27,State - MAHARASHTRA (27),InHearing, Total ,Persons,210863,262408
27,State - MAHARASHTRA (27),InHearing, Total ,Males,149988,114968
27,State - MAHARASHTRA (27),InHearing, Total ,Females,60875,147440
27,State - MAHARASHTRA (27),InHearing, Rural ,Persons,116983,120756
27,State - MAHARASHTRA (27),InHearing, Rural ,Males,75893,56455
27,State - MAHARASHTRA (27),InHearing, Rural ,Females,41090,64301
27,State - MAHARASHTRA (27),InHearing, Urban ,Persons,93880,141652
27,State - MAHARASHTRA (27),InHearing, Urban ,Males,74095,58513
27,State - MAHARASHTRA (27),InHearing, Urban ,Females,19785,83139
27,State - MAHARASHTRA (27),InSpeech, Total ,Persons,248720,224890
27,State - MAHARASHTRA (27),InSpeech, Total ,Males,169406,91386
27,State - MAHARASHTRA (27),InSpeech, Total ,Females,79314,133504
27,State - MAHARASHTRA (27),InSpeech, Rural ,Persons,140628,100207
27,State - MAHARASHTRA (27),InSpeech, Rural ,Males,86946,44925
27,State - MAHARASHTRA (27),InSpeech, Rural ,Females,53682,55282
27,State - MAHARASHTRA (27),InSpeech, Urban ,Persons,108092,124683
27,State - MAHARASHTRA (27),InSpeech, Urban ,Males,82460,46461
27,State - MAHARASHTRA (27),InSpeech, Urban ,Females,25632,78222
27,State - MAHARASHTRA (27),InMovement, Total ,Persons,240071,308347
27,State - MAHARASHTRA (27),InMovement, Total ,Males,187673,169675
27,State - MAHARASHTRA (27),InMovement, Total ,Females,52398,138672
27,State - MAHARASHTRA (27),InMovement, Rural ,Persons,168566,194787
27,State - MAHARASHTRA (27),InMovement, Rural ,Males,127849,109934
27,State - MAHARASHTRA (27),InMovement, Rural ,Females,40717,84853
27,State - MAHARASHTRA (27),InMovement, Urban ,Persons,71505,113560
27,State - MAHARASHTRA (27),InMovement, Urban ,Males,59824,59741
27,State - MAHARASHTRA (27),InMovement, Urban ,Females,11681,53819
27,State - MAHARASHTRA (27),MentalRetardation, Total ,Persons,31327,128882
27,State - MAHARASHTRA (27),MentalRetardation, Total ,Males,21048,69360
27,State - MAHARASHTRA (27),MentalRetardation, Total ,Females,10279,59522
27,State - MAHARASHTRA (27),MentalRetardation, Rural ,Persons,20604,71714
27,State - MAHARASHTRA (27),MentalRetardation, Rural ,Males,12677,38488
27,State - MAHARASHTRA (27),MentalRetardation, Rural ,Females,7927,33226
27,State - MAHARASHTRA (27),MentalRetardation, Urban ,Persons,10723,57168
27,State - MAHARASHTRA (27),MentalRetardation, Urban ,Males,8371,30872
27,State - MAHARASHTRA (27),MentalRetardation, Urban ,Females,2352,26296
27,State - MAHARASHTRA (27),MentalIllness, Total ,Persons,14342,44411
27,State - MAHARASHTRA (27),MentalIllness, Total ,Males,9547,23360
27,State - MAHARASHTRA (27),MentalIllness, Total ,Females,4795,21051
27,State - MAHARASHTRA (27),MentalIllness, Rural ,Persons,10535,23437
27,State - MAHARASHTRA (27),MentalIllness, Rural ,Males,6592,12066
27,State - MAHARASHTRA (27),MentalIllness, Rural ,Females,3943,11371
27,State - MAHARASHTRA (27),MentalIllness, Urban ,Persons,3807,20974
27,State - MAHARASHTRA (27),MentalIllness, Urban ,Males,2955,11294
27,State - MAHARASHTRA (27),MentalIllness, Urban ,Females,852,9680
27,State - MAHARASHTRA (27),AnyOther, Total ,Persons,226358,284378
27,State - MAHARASHTRA (27),AnyOther, Total ,Males,152953,126095
27,State - MAHARASHTRA (27),AnyOther, Total ,Females,73405,158283
27,State - MAHARASHTRA (27),AnyOther, Rural ,Persons,132463,138279
27,State - MAHARASHTRA (27),AnyOther, Rural ,Males,80805,65647
27,State - MAHARASHTRA (27),AnyOther, Rural ,Females,51658,72632
27,State - MAHARASHTRA (27),AnyOther, Urban ,Persons,93895,146099
27,State - MAHARASHTRA (27),AnyOther, Urban ,Males,72148,60448
27,State - MAHARASHTRA (27),AnyOther, Urban ,Females,21747,85651
27,State - MAHARASHTRA (27),MultipleDisability, Total ,Persons,34783,129560
27,State - MAHARASHTRA (27),MultipleDisability, Total ,Males,24726,70265
27,State - MAHARASHTRA (27),MultipleDisability, Total ,Females,10057,59295
27,State - MAHARASHTRA (27),MultipleDisability, Rural ,Persons,23755,82155
27,State - MAHARASHTRA (27),MultipleDisability, Rural ,Males,15983,45154
27,State - MAHARASHTRA (27),MultipleDisability, Rural ,Females,7772,37001
27,State - MAHARASHTRA (27),MultipleDisability, Urban ,Persons,11028,47405
27,State - MAHARASHTRA (27),MultipleDisability, Urban ,Males,8743,25111
27,State - MAHARASHTRA (27),MultipleDisability, Urban ,Females,2285,22294
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Total ,Persons,875187,1391420
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Total ,Males,581621,642838
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Total ,Females,293566,748582
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Rural ,Persons,608840,904121
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Rural ,Males,381050,431832
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Rural ,Females,227790,472289
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Urban ,Persons,266347,487299
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Urban ,Males,200571,211006
28,State - ANDHRA PRADESH (28),TotalDisabledPopulation, Urban ,Females,65776,276293
28,State - ANDHRA PRADESH (28),InSeeing, Total ,Persons,159246,238898
28,State - ANDHRA PRADESH (28),InSeeing, Total ,Males,102827,95646
28,State - ANDHRA PRADESH (28),InSeeing, Total ,Females,56419,143252
28,State - ANDHRA PRADESH (28),InSeeing, Rural ,Persons,109277,152190
28,State - ANDHRA PRADESH (28),InSeeing, Rural ,Males,65681,61698
28,State - ANDHRA PRADESH (28),InSeeing, Rural ,Females,43596,90492
28,State - ANDHRA PRADESH (28),InSeeing, Urban ,Persons,49969,86708
28,State - ANDHRA PRADESH (28),InSeeing, Urban ,Males,37146,33948
28,State - ANDHRA PRADESH (28),InSeeing, Urban ,Females,12823,52760
28,State - ANDHRA PRADESH (28),InHearing, Total ,Persons,152192,182100
28,State - ANDHRA PRADESH (28),InHearing, Total ,Males,93832,73394
28,State - ANDHRA PRADESH (28),InHearing, Total ,Females,58360,108706
28,State - ANDHRA PRADESH (28),InHearing, Rural ,Persons,99801,97445
28,State - ANDHRA PRADESH (28),InHearing, Rural ,Males,55837,40680
28,State - ANDHRA PRADESH (28),InHearing, Rural ,Females,43964,56765
28,State - ANDHRA PRADESH (28),InHearing, Urban ,Persons,52391,84655
28,State - ANDHRA PRADESH (28),InHearing, Urban ,Males,37995,32714
28,State - ANDHRA PRADESH (28),InHearing, Urban ,Females,14396,51941
28,State - ANDHRA PRADESH (28),InSpeech, Total ,Persons,105331,114212
28,State - ANDHRA PRADESH (28),InSpeech, Total ,Males,71408,50236
28,State - ANDHRA PRADESH (28),InSpeech, Total ,Females,33923,63976
28,State - ANDHRA PRADESH (28),InSpeech, Rural ,Persons,70339,67729
28,State - ANDHRA PRADESH (28),InSpeech, Rural ,Males,44167,31989
28,State - ANDHRA PRADESH (28),InSpeech, Rural ,Females,26172,35740
28,State - ANDHRA PRADESH (28),InSpeech, Urban ,Persons,34992,46483
28,State - ANDHRA PRADESH (28),InSpeech, Urban ,Males,27241,18247
28,State - ANDHRA PRADESH (28),InSpeech, Urban ,Females,7751,28236
28,State - ANDHRA PRADESH (28),InMovement, Total ,Persons,203760,335174
28,State - ANDHRA PRADESH (28),InMovement, Total ,Males,152471,175476
28,State - ANDHRA PRADESH (28),InMovement, Total ,Females,51289,159698
28,State - ANDHRA PRADESH (28),InMovement, Rural ,Persons,156583,255137
28,State - ANDHRA PRADESH (28),InMovement, Rural ,Males,114095,135745
28,State - ANDHRA PRADESH (28),InMovement, Rural ,Females,42488,119392
28,State - ANDHRA PRADESH (28),InMovement, Urban ,Persons,47177,80037
28,State - ANDHRA PRADESH (28),InMovement, Urban ,Males,38376,39731
28,State - ANDHRA PRADESH (28),InMovement, Urban ,Females,8801,40306
28,State - ANDHRA PRADESH (28),MentalRetardation, Total ,Persons,26754,105626
28,State - ANDHRA PRADESH (28),MentalRetardation, Total ,Males,16883,53389
28,State - ANDHRA PRADESH (28),MentalRetardation, Total ,Females,9871,52237
28,State - ANDHRA PRADESH (28),MentalRetardation, Rural ,Persons,19408,72787
28,State - ANDHRA PRADESH (28),MentalRetardation, Rural ,Males,11407,36557
28,State - ANDHRA PRADESH (28),MentalRetardation, Rural ,Females,8001,36230
28,State - ANDHRA PRADESH (28),MentalRetardation, Urban ,Persons,7346,32839
28,State - ANDHRA PRADESH (28),MentalRetardation, Urban ,Males,5476,16832
28,State - ANDHRA PRADESH (28),MentalRetardation, Urban ,Females,1870,16007
28,State - ANDHRA PRADESH (28),MentalIllness, Total ,Persons,9311,33858
28,State - ANDHRA PRADESH (28),MentalIllness, Total ,Males,5645,16638
28,State - ANDHRA PRADESH (28),MentalIllness, Total ,Females,3666,17220
28,State - ANDHRA PRADESH (28),MentalIllness, Rural ,Persons,7222,23359
28,State - ANDHRA PRADESH (28),MentalIllness, Rural ,Males,4136,11167
28,State - ANDHRA PRADESH (28),MentalIllness, Rural ,Females,3086,12192
28,State - ANDHRA PRADESH (28),MentalIllness, Urban ,Persons,2089,10499
28,State - ANDHRA PRADESH (28),MentalIllness, Urban ,Males,1509,5471
28,State - ANDHRA PRADESH (28),MentalIllness, Urban ,Females,580,5028
28,State - ANDHRA PRADESH (28),AnyOther, Total ,Persons,182002,227773
28,State - ANDHRA PRADESH (28),AnyOther, Total ,Males,114214,100124
28,State - ANDHRA PRADESH (28),AnyOther, Total ,Females,67788,127649
28,State - ANDHRA PRADESH (28),AnyOther, Rural ,Persons,118471,120528
28,State - ANDHRA PRADESH (28),AnyOther, Rural ,Males,68063,55913
28,State - ANDHRA PRADESH (28),AnyOther, Rural ,Females,50408,64615
28,State - ANDHRA PRADESH (28),AnyOther, Urban ,Persons,63531,107245
28,State - ANDHRA PRADESH (28),AnyOther, Urban ,Males,46151,44211
28,State - ANDHRA PRADESH (28),AnyOther, Urban ,Females,17380,63034
28,State - ANDHRA PRADESH (28),MultipleDisability, Total ,Persons,36591,153779
28,State - ANDHRA PRADESH (28),MultipleDisability, Total ,Males,24341,77935
28,State - ANDHRA PRADESH (28),MultipleDisability, Total ,Females,12250,75844
28,State - ANDHRA PRADESH (28),MultipleDisability, Rural ,Persons,27739,114946
28,State - ANDHRA PRADESH (28),MultipleDisability, Rural ,Males,17664,58083
28,State - ANDHRA PRADESH (28),MultipleDisability, Rural ,Females,10075,56863
28,State - ANDHRA PRADESH (28),MultipleDisability, Urban ,Persons,8852,38833
28,State - ANDHRA PRADESH (28),MultipleDisability, Urban ,Males,6677,19852
28,State - ANDHRA PRADESH (28),MultipleDisability, Urban ,Females,2175,18981
29,State - KARNATAKA (29),TotalDisabledPopulation, Total ,Persons,503902,820303
29,State - KARNATAKA (29),TotalDisabledPopulation, Total ,Males,349864,376657
29,State - KARNATAKA (29),TotalDisabledPopulation, Total ,Females,154038,443646
29,State - KARNATAKA (29),TotalDisabledPopulation, Rural ,Persons,303960,488734
29,State - KARNATAKA (29),TotalDisabledPopulation, Rural ,Males,202675,235930
29,State - KARNATAKA (29),TotalDisabledPopulation, Rural ,Females,101285,252804
29,State - KARNATAKA (29),TotalDisabledPopulation, Urban ,Persons,199942,331569
29,State - KARNATAKA (29),TotalDisabledPopulation, Urban ,Males,147189,140727
29,State - KARNATAKA (29),TotalDisabledPopulation, Urban ,Females,52753,190842
29,State - KARNATAKA (29),InSeeing, Total ,Persons,103751,160419
29,State - KARNATAKA (29),InSeeing, Total ,Males,70239,63670
29,State - KARNATAKA (29),InSeeing, Total ,Females,33512,96749
29,State - KARNATAKA (29),InSeeing, Rural ,Persons,53473,85932
29,State - KARNATAKA (29),InSeeing, Rural ,Males,33576,35690
29,State - KARNATAKA (29),InSeeing, Rural ,Females,19897,50242
29,State - KARNATAKA (29),InSeeing, Urban ,Persons,50278,74487
29,State - KARNATAKA (29),InSeeing, Urban ,Males,36663,27980
29,State - KARNATAKA (29),InSeeing, Urban ,Females,13615,46507
29,State - KARNATAKA (29),InHearing, Total ,Persons,106291,129400
29,State - KARNATAKA (29),InHearing, Total ,Males,70927,51758
29,State - KARNATAKA (29),InHearing, Total ,Females,35364,77642
29,State - KARNATAKA (29),InHearing, Rural ,Persons,57382,62912
29,State - KARNATAKA (29),InHearing, Rural ,Males,35761,26580
29,State - KARNATAKA (29),InHearing, Rural ,Females,21621,36332
29,State - KARNATAKA (29),InHearing, Urban ,Persons,48909,66488
29,State - KARNATAKA (29),InHearing, Urban ,Males,35166,25178
29,State - KARNATAKA (29),InHearing, Urban ,Females,13743,41310
29,State - KARNATAKA (29),InSpeech, Total ,Persons,35736,55005
29,State - KARNATAKA (29),InSpeech, Total ,Males,24300,25548
29,State - KARNATAKA (29),InSpeech, Total ,Females,11436,29457
29,State - KARNATAKA (29),InSpeech, Rural ,Persons,25299,35334
29,State - KARNATAKA (29),InSpeech, Rural ,Males,16571,17109
29,State - KARNATAKA (29),InSpeech, Rural ,Females,8728,18225
29,State - KARNATAKA (29),InSpeech, Urban ,Persons,10437,19671
29,State - KARNATAKA (29),InSpeech, Urban ,Males,7729,8439
29,State - KARNATAKA (29),InSpeech, Urban ,Females,2708,11232
29,State - KARNATAKA (29),InMovement, Total ,Persons,104941,167041
29,State - KARNATAKA (29),InMovement, Total ,Males,80438,90701
29,State - KARNATAKA (29),InMovement, Total ,Females,24503,76340
29,State - KARNATAKA (29),InMovement, Rural ,Persons,76021,119829
29,State - KARNATAKA (29),InMovement, Rural ,Males,57475,66614
29,State - KARNATAKA (29),InMovement, Rural ,Females,18546,53215
29,State - KARNATAKA (29),InMovement, Urban ,Persons,28920,47212
29,State - KARNATAKA (29),InMovement, Urban ,Males,22963,24087
29,State - KARNATAKA (29),InMovement, Urban ,Females,5957,23125
29,State - KARNATAKA (29),MentalRetardation, Total ,Persons,19464,74510
29,State - KARNATAKA (29),MentalRetardation, Total ,Males,12675,36826
29,State - KARNATAKA (29),MentalRetardation, Total ,Females,6789,37684
29,State - KARNATAKA (29),MentalRetardation, Rural ,Persons,12054,47062
29,State - KARNATAKA (29),MentalRetardation, Rural ,Males,7290,23520
29,State - KARNATAKA (29),MentalRetardation, Rural ,Females,4764,23542
29,State - KARNATAKA (29),MentalRetardation, Urban ,Persons,7410,27448
29,State - KARNATAKA (29),MentalRetardation, Urban ,Males,5385,13306
29,State - KARNATAKA (29),MentalRetardation, Urban ,Females,2025,14142
29,State - KARNATAKA (29),MentalIllness, Total ,Persons,4302,16611
29,State - KARNATAKA (29),MentalIllness, Total ,Males,2769,8059
29,State - KARNATAKA (29),MentalIllness, Total ,Females,1533,8552
29,State - KARNATAKA (29),MentalIllness, Rural ,Persons,3028,10197
29,State - KARNATAKA (29),MentalIllness, Rural ,Males,1824,4874
29,State - KARNATAKA (29),MentalIllness, Rural ,Females,1204,5323
29,State - KARNATAKA (29),MentalIllness, Urban ,Persons,1274,6414
29,State - KARNATAKA (29),MentalIllness, Urban ,Males,945,3185
29,State - KARNATAKA (29),MentalIllness, Urban ,Females,329,3229
29,State - KARNATAKA (29),AnyOther, Total ,Persons,110967,135754
29,State - KARNATAKA (29),AnyOther, Total ,Males,75780,57299
29,State - KARNATAKA (29),AnyOther, Total ,Females,35187,78455
29,State - KARNATAKA (29),AnyOther, Rural ,Persons,64022,71161
29,State - KARNATAKA (29),AnyOther, Rural ,Males,41688,31945
29,State - KARNATAKA (29),AnyOther, Rural ,Females,22334,39216
29,State - KARNATAKA (29),AnyOther, Urban ,Persons,46945,64593
29,State - KARNATAKA (29),AnyOther, Urban ,Males,34092,25354
29,State - KARNATAKA (29),AnyOther, Urban ,Females,12853,39239
29,State - KARNATAKA (29),MultipleDisability, Total ,Persons,18450,81563
29,State - KARNATAKA (29),MultipleDisability, Total ,Males,12736,42796
29,State - KARNATAKA (29),MultipleDisability, Total ,Females,5714,38767
29,State - KARNATAKA (29),MultipleDisability, Rural ,Persons,12681,56307
29,State - KARNATAKA (29),MultipleDisability, Rural ,Males,8490,29598
29,State - KARNATAKA (29),MultipleDisability, Rural ,Females,4191,26709
29,State - KARNATAKA (29),MultipleDisability, Urban ,Persons,5769,25256
29,State - KARNATAKA (29),MultipleDisability, Urban ,Males,4246,13198
29,State - KARNATAKA (29),MultipleDisability, Urban ,Females,1523,12058
30,State - GOA (30),TotalDisabledPopulation, Total ,Persons,9505,23507
30,State - GOA (30),TotalDisabledPopulation, Total ,Males,6759,10257
30,State - GOA (30),TotalDisabledPopulation, Total ,Females,2746,13250
30,State - GOA (30),TotalDisabledPopulation, Rural ,Persons,4066,10556
30,State - GOA (30),TotalDisabledPopulation, Rural ,Males,2872,4607
30,State - GOA (30),TotalDisabledPopulation, Rural ,Females,1194,5949
30,State - GOA (30),TotalDisabledPopulation, Urban ,Persons,5439,12951
30,State - GOA (30),TotalDisabledPopulation, Urban ,Males,3887,5650
30,State - GOA (30),TotalDisabledPopulation, Urban ,Females,1552,7301
30,State - GOA (30),InSeeing, Total ,Persons,1625,3339
30,State - GOA (30),InSeeing, Total ,Males,1146,1204
30,State - GOA (30),InSeeing, Total ,Females,479,2135
30,State - GOA (30),InSeeing, Rural ,Persons,769,1649
30,State - GOA (30),InSeeing, Rural ,Males,547,591
30,State - GOA (30),InSeeing, Rural ,Females,222,1058
30,State - GOA (30),InSeeing, Urban ,Persons,856,1690
30,State - GOA (30),InSeeing, Urban ,Males,599,613
30,State - GOA (30),InSeeing, Urban ,Females,257,1077
30,State - GOA (30),InHearing, Total ,Persons,1712,3635
30,State - GOA (30),InHearing, Total ,Males,1254,1367
30,State - GOA (30),InHearing, Total ,Females,458,2268
30,State - GOA (30),InHearing, Rural ,Persons,686,1586
30,State - GOA (30),InHearing, Rural ,Males,488,584
30,State - GOA (30),InHearing, Rural ,Females,198,1002
30,State - GOA (30),InHearing, Urban ,Persons,1026,2049
30,State - GOA (30),InHearing, Urban ,Males,766,783
30,State - GOA (30),InHearing, Urban ,Females,260,1266
30,State - GOA (30),InSpeech, Total ,Persons,2246,3026
30,State - GOA (30),InSpeech, Total ,Males,1616,1191
30,State - GOA (30),InSpeech, Total ,Females,630,1835
30,State - GOA (30),InSpeech, Rural ,Persons,908,1240
30,State - GOA (30),InSpeech, Rural ,Males,636,483
30,State - GOA (30),InSpeech, Rural ,Females,272,757
30,State - GOA (30),InSpeech, Urban ,Persons,1338,1786
30,State - GOA (30),InSpeech, Urban ,Males,980,708
30,State - GOA (30),InSpeech, Urban ,Females,358,1078
30,State - GOA (30),InMovement, Total ,Persons,1239,4339
30,State - GOA (30),InMovement, Total ,Males,913,2240
30,State - GOA (30),InMovement, Total ,Females,326,2099
30,State - GOA (30),InMovement, Rural ,Persons,531,1915
30,State - GOA (30),InMovement, Rural ,Males,392,1026
30,State - GOA (30),InMovement, Rural ,Females,139,889
30,State - GOA (30),InMovement, Urban ,Persons,708,2424
30,State - GOA (30),InMovement, Urban ,Males,521,1214
30,State - GOA (30),InMovement, Urban ,Females,187,1210
30,State - GOA (30),MentalRetardation, Total ,Persons,223,1594
30,State - GOA (30),MentalRetardation, Total ,Males,148,817
30,State - GOA (30),MentalRetardation, Total ,Females,75,777
30,State - GOA (30),MentalRetardation, Rural ,Persons,101,692
30,State - GOA (30),MentalRetardation, Rural ,Males,65,353
30,State - GOA (30),MentalRetardation, Rural ,Females,36,339
30,State - GOA (30),MentalRetardation, Urban ,Persons,122,902
30,State - GOA (30),MentalRetardation, Urban ,Males,83,464
30,State - GOA (30),MentalRetardation, Urban ,Females,39,438
30,State - GOA (30),MentalIllness, Total ,Persons,183,1492
30,State - GOA (30),MentalIllness, Total ,Males,123,752
30,State - GOA (30),MentalIllness, Total ,Females,60,740
30,State - GOA (30),MentalIllness, Rural ,Persons,90,674
30,State - GOA (30),MentalIllness, Rural ,Males,65,339
30,State - GOA (30),MentalIllness, Rural ,Females,25,335
30,State - GOA (30),MentalIllness, Urban ,Persons,93,818
30,State - GOA (30),MentalIllness, Urban ,Males,58,413
30,State - GOA (30),MentalIllness, Urban ,Females,35,405
30,State - GOA (30),AnyOther, Total ,Persons,1932,3852
30,State - GOA (30),AnyOther, Total ,Males,1325,1608
30,State - GOA (30),AnyOther, Total ,Females,607,2244
30,State - GOA (30),AnyOther, Rural ,Persons,799,1754
30,State - GOA (30),AnyOther, Rural ,Males,559,753
30,State - GOA (30),AnyOther, Rural ,Females,240,1001
30,State - GOA (30),AnyOther, Urban ,Persons,1133,2098
30,State - GOA (30),AnyOther, Urban ,Males,766,855
30,State - GOA (30),AnyOther, Urban ,Females,367,1243
30,State - GOA (30),MultipleDisability, Total ,Persons,345,2230
30,State - GOA (30),MultipleDisability, Total ,Males,234,1078
30,State - GOA (30),MultipleDisability, Total ,Females,111,1152
30,State - GOA (30),MultipleDisability, Rural ,Persons,182,1046
30,State - GOA (30),MultipleDisability, Rural ,Males,120,478
30,State - GOA (30),MultipleDisability, Rural ,Females,62,568
30,State - GOA (30),MultipleDisability, Urban ,Persons,163,1184
30,State - GOA (30),MultipleDisability, Urban ,Males,114,600
30,State - GOA (30),MultipleDisability, Urban ,Females,49,584
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Total ,Persons,321,1294
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Total ,Males,259,579
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Total ,Females,62,715
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Rural ,Persons,96,300
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Rural ,Males,75,113
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Rural ,Females,21,187
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Urban ,Persons,225,994
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Urban ,Males,184,466
31,State - LAKSHADWEEP (31),TotalDisabledPopulation, Urban ,Females,41,528
31,State - LAKSHADWEEP (31),InSeeing, Total ,Persons,76,261
31,State - LAKSHADWEEP (31),InSeeing, Total ,Males,59,90
31,State - LAKSHADWEEP (31),InSeeing, Total ,Females,17,171
31,State - LAKSHADWEEP (31),InSeeing, Rural ,Persons,35,69
31,State - LAKSHADWEEP (31),InSeeing, Rural ,Males,26,19
31,State - LAKSHADWEEP (31),InSeeing, Rural ,Females,9,50
31,State - LAKSHADWEEP (31),InSeeing, Urban ,Persons,41,192
31,State - LAKSHADWEEP (31),InSeeing, Urban ,Males,33,71
31,State - LAKSHADWEEP (31),InSeeing, Urban ,Females,8,121
31,State - LAKSHADWEEP (31),InHearing, Total ,Persons,40,184
31,State - LAKSHADWEEP (31),InHearing, Total ,Males,31,74
31,State - LAKSHADWEEP (31),InHearing, Total ,Females,9,110
31,State - LAKSHADWEEP (31),InHearing, Rural ,Persons,9,38
31,State - LAKSHADWEEP (31),InHearing, Rural ,Males,6,16
31,State - LAKSHADWEEP (31),InHearing, Rural ,Females,3,22
31,State - LAKSHADWEEP (31),InHearing, Urban ,Persons,31,146
31,State - LAKSHADWEEP (31),InHearing, Urban ,Males,25,58
31,State - LAKSHADWEEP (31),InHearing, Urban ,Females,6,88
31,State - LAKSHADWEEP (31),InSpeech, Total ,Persons,17,56
31,State - LAKSHADWEEP (31),InSpeech, Total ,Males,16,32
31,State - LAKSHADWEEP (31),InSpeech, Total ,Females,1,24
31,State - LAKSHADWEEP (31),InSpeech, Rural ,Persons,4,6
31,State - LAKSHADWEEP (31),InSpeech, Rural ,Males,4,3
31,State - LAKSHADWEEP (31),InSpeech, Rural ,Females,0,3
31,State - LAKSHADWEEP (31),InSpeech, Urban ,Persons,13,50
31,State - LAKSHADWEEP (31),InSpeech, Urban ,Males,12,29
31,State - LAKSHADWEEP (31),InSpeech, Urban ,Females,1,21
31,State - LAKSHADWEEP (31),InMovement, Total ,Persons,96,265
31,State - LAKSHADWEEP (31),InMovement, Total ,Males,77,133
31,State - LAKSHADWEEP (31),InMovement, Total ,Females,19,132
31,State - LAKSHADWEEP (31),InMovement, Rural ,Persons,20,59
31,State - LAKSHADWEEP (31),InMovement, Rural ,Males,15,29
31,State - LAKSHADWEEP (31),InMovement, Rural ,Females,5,30
31,State - LAKSHADWEEP (31),InMovement, Urban ,Persons,76,206
31,State - LAKSHADWEEP (31),InMovement, Urban ,Males,62,104
31,State - LAKSHADWEEP (31),InMovement, Urban ,Females,14,102
31,State - LAKSHADWEEP (31),MentalRetardation, Total ,Persons,12,100
31,State - LAKSHADWEEP (31),MentalRetardation, Total ,Males,10,65
31,State - LAKSHADWEEP (31),MentalRetardation, Total ,Females,2,35
31,State - LAKSHADWEEP (31),MentalRetardation, Rural ,Persons,5,19
31,State - LAKSHADWEEP (31),MentalRetardation, Rural ,Males,3,10
31,State - LAKSHADWEEP (31),MentalRetardation, Rural ,Females,2,9
31,State - LAKSHADWEEP (31),MentalRetardation, Urban ,Persons,7,81
31,State - LAKSHADWEEP (31),MentalRetardation, Urban ,Males,7,55
31,State - LAKSHADWEEP (31),MentalRetardation, Urban ,Females,0,26
31,State - LAKSHADWEEP (31),MentalIllness, Total ,Persons,10,86
31,State - LAKSHADWEEP (31),MentalIllness, Total ,Males,8,26
31,State - LAKSHADWEEP (31),MentalIllness, Total ,Females,2,60
31,State - LAKSHADWEEP (31),MentalIllness, Rural ,Persons,5,34
31,State - LAKSHADWEEP (31),MentalIllness, Rural ,Males,4,8
31,State - LAKSHADWEEP (31),MentalIllness, Rural ,Females,1,26
31,State - LAKSHADWEEP (31),MentalIllness, Urban ,Persons,5,52
31,State - LAKSHADWEEP (31),MentalIllness, Urban ,Males,4,18
31,State - LAKSHADWEEP (31),MentalIllness, Urban ,Females,1,34
31,State - LAKSHADWEEP (31),AnyOther, Total ,Persons,41,142
31,State - LAKSHADWEEP (31),AnyOther, Total ,Males,33,67
31,State - LAKSHADWEEP (31),AnyOther, Total ,Females,8,75
31,State - LAKSHADWEEP (31),AnyOther, Rural ,Persons,11,24
31,State - LAKSHADWEEP (31),AnyOther, Rural ,Males,10,6
31,State - LAKSHADWEEP (31),AnyOther, Rural ,Females,1,18
31,State - LAKSHADWEEP (31),AnyOther, Urban ,Persons,30,118
31,State - LAKSHADWEEP (31),AnyOther, Urban ,Males,23,61
31,State - LAKSHADWEEP (31),AnyOther, Urban ,Females,7,57
31,State - LAKSHADWEEP (31),MultipleDisability, Total ,Persons,29,200
31,State - LAKSHADWEEP (31),MultipleDisability, Total ,Males,25,92
31,State - LAKSHADWEEP (31),MultipleDisability, Total ,Females,4,108
31,State - LAKSHADWEEP (31),MultipleDisability, Rural ,Persons,7,51
31,State - LAKSHADWEEP (31),MultipleDisability, Rural ,Males,7,22
31,State - LAKSHADWEEP (31),MultipleDisability, Rural ,Females,0,29
31,State - LAKSHADWEEP (31),MultipleDisability, Urban ,Persons,22,149
31,State - LAKSHADWEEP (31),MultipleDisability, Urban ,Males,18,70
31,State - LAKSHADWEEP (31),MultipleDisability, Urban ,Females,4,79
32,State - KERALA (32),TotalDisabledPopulation, Total ,Persons,179694,582149
32,State - KERALA (32),TotalDisabledPopulation, Total ,Males,136006,258700
32,State - KERALA (32),TotalDisabledPopulation, Total ,Females,43688,323449
32,State - KERALA (32),TotalDisabledPopulation, Rural ,Persons,100783,314092
32,State - KERALA (32),TotalDisabledPopulation, Rural ,Males,75231,140521
